id,proposition,argument,score
b06b0f7c,People will typically vote for what they want versus what is right.,"Liberals vote to have the government confiscate (legally steal) that which belongs to others and give it to those who did not earn it in the form of various programs like welfare, nationlized healthcare, etc. Conservative Republicans vote to prohibit two same-sex adults from voluntarily entering into an agreement they call marriage. T These are examples of thing people will gladly have the governement do, but would not dare do themslelves. You wouldn't see a Democrat walking up to his nextdoor neighbor asking him for his wallet. You wouldn't see a Republican crash the gay wedding ceremony nextdoor in protest. That's because they know this is a free country, and people have the right to do what the want and keep what is theirs. But once in a voting booth, all bets are off. People typically will vote for what they want versus what is right. Sounds like we agree, but you're happy with the fact that people vote on for what they want versus what is right. Good for you. You obviously have no fear of the socialist state that the mob rule we call democracy will eventually create. I'd sleep better at night if I adopted your attitude. Let's just examine this effect. People are actually walking into voting booths and supporting policies they know are unjust. It has to be the anonymity. It's the same effect that takes over some people when they get behind the wheels of their cars. They do things they would never dare do if they were walking down the sidewalk. They cut you off, honk their horns, refuse to let you over when you turn on your blinker. It's like they think their car is a cloak of invisibility or something. It allows them to partake in what they would otherwise consider rude and embarrassing behavior. ""Libertarians and Republicans vote for their best interests by voting to lower taxes, and thus keep their own money."" These groups are voting for what is right, and the fact that it is in their best interest is incidental. They are not voting to take from another, but to keep what is rightfully theirs. That's the difference. I was a libertarian in college-- long before I had any money to protect. Who is taking from who is the question you need to ask. Many Republicans vote to inject their religious beliefs into government policies, thereby limiting (or taking) the freedoms of others. That is plain wrong, regardless of popularity. Some ideals of right and wrong are impervious to opinion. Stealing is wrong, regardless of whether a majority think the ends justify the means. I can't help notice an implied fondness on you part of European countries and their socialism. I'm glad you have a safe haven to run to if the U.S. straightens up and becomes a great capitalist nation again. We true capitalists (almost said Americans) have nowhere to run once we get swallowed up by the socialists, who I beleive will soon be in the majority. By the way, the dollar is crashing in comparison to the Euro because we keep borrowing money to pay for programs and wars we can't afford.",3
a5af4c1b,Personal Bankruptcy is Anti-Libertarian.,"I accept..... Looks as though this may be me talking to myself for another four rounds. I will be arguing as per the expanded topic in round one that bankruptcy is not bad. Bankruptcy is good as it allows for the forgiveness of debts to those that have got themselves into unsustainable financial positions. Without this recourse, they and their families would become financial slaves to their creditors for the rest of their lives without any means of escape. Although it may seem unfair for their creditors, they too have this avenue open to them so are given the exact same advantage. In addition debtor control is a primary business function that should be managed effectively to limit the financial impacts of the bankruptcy of debtors to businesses. Golly - have another three rounds to go of this... My previous arguments remain unchallenged... As above.... In conclusion, vote for me as my arguments stand unopposed. and just to ensure that I have at least one reference...... (1) (1).. https://nicetomeetyouimmike.files.wordpress.com...",1
8ed8a295,President Barack Obama has affected the economy in a positive way.,"I accept. Your wish is not my command. You will take the BOP. Good luck! I only have 1000 characters, so I must be quick. 1. My opponent attempts to condemn Obama for creating jobs, saying they are not good enough. Fallacious reasoning, as 3% more people with jobs at all needs to be given with at least some token. Raising the minimum wage will also raise government jobs according to the CRS and CBO. 2. My opponenet made an outright wrong statement regarding the deficit. It has actually shrunk 300 billion, and will likely reach 550 billion down by the end of 2015. 3. My opponent attempted to slant the congressional finances as Obama's fault. This is foolish. We spend closer to 30 billion on congress, on terms they actually get anything done. GOP house is the least effective in history. 4. Coal? People have forgotten what being a part of a nation is. The government is doing its duty of protecting the people from deadly fumes and old styled pollution. 5. Obama has raised stock market trade 140%. Yay!!!! <---- That trumps all arguments Extend arguments Vote Pro",2
3e87b0e6,President Obama has been bad for the United States.,"Due to the nature of this debate if I can render a majority of my opponent's arguments invalid then I should win the debate. I will be attempting a devil's advocacy here. ///He gave us a dept/// I believe that my opponent means 'debt,' and giving America debt does not make Obama a bad president as nearly many president in the last 35 years has increased national debt [1]. ///wants socialist medicare system that will make everyone poor/// Having socialist medicine does not make everyone in a country poor, Canada and Great Britain have socialist medicine and not everyone in those countries is poor. ///he stopped guantanimo bay so we get no more information/// We have not stopped getting information, just from that one source. ///appointing czars in office, hes trying to make us communist/// The word czar is defined as 'one having great power' or 'the ruler of Russia [2].' These appointees are not rulers of Russia, and having great power does not make one a communist. All leaders of all nations have great power, but not all nations are communist. [1] http://www.lafn.org... [2] http://www.merriam-webster.com... My opponent has done nothing in his defense that shows that my rebuttals are incorrect, he has only reworded his original arguments. This is a debate with 15 minute long rounds and since my opponent did not defend his original claims or refute mine I extend my rebuttals. It is not my job in this debate to show that Obama is good, merely to show that the arguments given by my opponent in defense of the resolution do not make Obama bad, which I have done. My opponent is also sticking to the czar argument without giving any evidence that having power makes a country communist. I would like to thank my opponent for the interesting debate and say that Glenn Beck is my favorite political commentators.",2
70cced51,Pro-Life people must oppose capital punishment and abortion.,"Accept. Good luck. My opponent has either badly misinterpreted the term “Pro life” or is simply trying to affirm that Pro life does not or should not mean what people think it does. Pro Life: ""opposing the legal right to obtain an abortion"" http://www.yourdictionary.com... In every dictionary I visit the definition is the same, and I could not find anything to the contrary in the site Pro provided. Pro life is clearly referring to abortion, not capital punishment. If Pro is trying to argue that the definition does not, or should not mean what people think it does then his argument would still be irrelevant. This debate is clearly about the alleged disingenuousness of those that claim to be Pro life yet also Pro Capital Punishment. The level of disingenuousness of those that make these claims can only be judged by how they define Pro life, not how Pro defines it. It is clear that the vast majority of people believe this to be the definition when stating these positions. When questioning whether a person is genuine which was clearly Pros intent, you can only do so by understanding what they mean, not by attacking the technical definition of what they say. That is the only thing Pro tried to establish in round one, which still failed. I am sorry Pro does not accept my dictionary definition of Pro Life. Every dictionary has the same definition. I would provide more if not for the 1,000 character limit Pro chose for this debate. Pro asserts that I think everybody should be able to define each term for themselves. No, that is why we have dictionaries, to ensure that we are all speaking the same language. Pro seems to be the one trying to change that. “One is either for human Life as a Right, or thinks human life is a privilege granted by Law or society” Since Pro Life refers to abortion, this stance is based on protecting the life of the innocent, not the guilty which capital punishment addresses. These positions are honest and not contradictory.",4
27bc4347,Putin is right in sending troops into Ukraine.,"I'm not a fan of either the east or west titan but I definitely have contentions when someone give Putin a free pass. Race is not a valid casus belli ""Race is a social construct, not a scientific one"" ~Dr Craig Venter Mere invasion for the sake of race is in no way justifiable. It is just a social construct, brought up by society as scapegoats to justify their worthless ideology. Without considering other factors, race is one of the worst reasons we've come across and it is incredibly embarassing for Russia to use such a tactic. Not only that, East Ukraine has only about 40% of its constituents as russians, they're not even close to being the majority[1. http://en.wikipedia.org... ] As for Ukraine, well the resolution is about Putin, so Ukraine being facsict is an entirely different subject. Thanks for the challenge btw. Fascism is merely used to hide Russia's original intentions This is one big hoax, just like Iraq, everything is about oil, always has been. look at the picture An estimated 200 to 250 billion cubic metres of natural gas sits within the black sea.[2. http://www.nasdaq.com... ]. Not to mention oil, so all you're saying is we'd have to discredit everything and claim Russia is shielding its races from Fascism? Nonsense. There is clearly oil, obviously Russia would fight for it. Ukraine has been depressed lately since their hopes of energy dependence have been shattered. Thus, Fascism is mainly a shield for Russia to cling to when invading. Obviously, they wouldn't want to show their actual goals, hence using Fascism. Furthermore, Their true intention is Oil and Gas, which dwindles down our question...Does Putin have the right? the big answer is no either way. I've already told that race barely qualifies as a casus belli let alone fighting for oil on foreign soil. Thanks Aww, you don't have to think that long, I'm sorry I strained you too much, I was just having fun over the utilities of this site. You don't need to, all I want is that you have fun over this debate.Yeap, don't take my word for it, Putin may be justified in his actions. Thanks for the congratulations btw!!!! My opponent has conceded , please at least give him the conduct point for being so respectful. VOTE CON Thanks so much to debate_power My opponent conceded previously. Extend all arguments. I'd like to thank my opponent for his good conduct and thank him for his concession. Vote CON due to concession.",1
02595c96,The Confederate flag should be banned in the United States of America.,"It is freedom of speech. Even if I do not agree what it stands for, it is symbolic speech. It is the negative speech like this that actually needs an amendment to protect it. If something is universally agreed upon, from whom is it being protected? How does it threaten security? If it does, then so do any other banners, flags, stickers, clubs, groups or mottos other than ""American"" that people identify themselves with. ""In my views the confederate flag represents a threat to national security"" No tense was specified. ""We must remember that the confederate flag does not represent the fun wild south it represents a rebellion of men fighting to uphold slavery and it should not be allowed in a school or a public area."" It represents different things to different people. To you and me, it may represent slavery, and we therefore would not wear it. But I have a friend who does wear the confederate flag, but is also friends with many black students. I've asked him why he wears it and he always says it is because it represents TO HIM what the south is: Calm and relaxation, a different lifestyle. I have also seen black men wearing Confederate flag belt buckle in Virginia. I believe as long as they are not actually inciting any violence, Confederate flags in schools should not be banned. It is like the Supreme Court's decision that talking about overthrowing the government as an abstraction is legal, but actually taking steps to do so would be illegal. ""now I am a republican conservative I am for free speech 100%"" This is a bit off-topic, but why would a republican conservative be more likely to be for free speech than anyone else? It was not stated directly, but it seemed to be insinuated. You would think there are no troubles where I live, but Lancaster county is different from other parts of Pennsylvania. There are a whole group of racist students and confederate flag wearing rednecks. Yes, many of them do think black people are inferior. There was even a day a few years ago when students organized to wear white t-shirts to show that they believed in white supremacy. That may not be part of the debate, but I feel it was necessary to validate my view. The Confederate flag causing ""fights daily on school grounds and off"" does not make much sense as an argument. Say, for example, that the fights are started by those who saw the flag and were upset by it. There was another Supreme Court decision (forgive me for forgetting the specific case, it has been over a year since I read about it) that says that, if violence is started by a person bothered by the speech of another, it is the fault of the person who reacted violently for doing so, not the fault of the speaker. But let us say that the fights are started by those displaying the flag. Is it really the flag that causes these fights? The reason for the fights is not the flag; the reason for the fights is the same reason that these individuals display the flag: racism. Racism is what would have caused the fights in this case, the fact that one human being is ignorant enough to think that skin color makes a person inferior. If caused by the flag bearer, the fights most likely would have occured even if the flag was not displayed. And could the ""'Fighting terrorism since 1861'"" not refer to fighting the strong central government that was the reason for the Confederate States' secession in the fist place? The problem is, we cannot know the meaning without asking the person displaying it. But we cannot assume that EVERY person displaying a Confederate flag is racist and wishes another race to be enslaved. Also, I do not disagree that schools and other public institutions should not display the confederate flag. But it is an individual's choice as to whether or not they want most people to see them as a bigoted moron, even if that is not the message they are trying to send.",3
f8ce3df4,The NDP government proposed ATM fee cap is not fair.,"It is fair to cap bank fees. Let's discuss why. 1. Bankers have conspired with the government to create an oligarchy. A group of the biggest bankers in the country meet in absolute secrecy in 1910 on Jeckyl Island to create the federal reserve system[1]. The purpose was to take control of America's financial system and destroy competitors. We can tell what their goals were by examining the results of their actions. Before the federal reserve act the countries largest banks had control over 29% of the whole banking industry after that they had control of 90% of all banking institutions[2]. If these banks are going to use politicians to gain control over the entire industry and the countries monetary system the least they can do is accept some regulations to repay the favor. [1] http://whale.to... [2] http://criminalbankingmonopoly.wordpress.com... My opponent offered very minimal arguments in round 1 so I will do the same. I'm looking forward to his replies. I'm sorry. I made a mistake thinking you were talking about the American banking system. The use of the term ATM. I was under the impression it was referred to as an ABM in Canada. I won't defend pricing regulations in general because each particular situation is different. I will just stick with discussing the regulation of prices on Canadian banks. The banking industry in Canada is a little different then in America, but certain similarities exist. The Canadian banks have used the government to eliminate their competition[1]. The Canadian banks were literally handed billions of dollars by the government[2]. The banks have created an oligarchy for themselves[3]. There is no way that the banks can just use the government instead of fair competition to kill their competition, and receive over 100 billion dollars and then be expected not to be regulated. In their ""bailout"" hey received $3400 per person in bailout money. They already got $3400 from you for providing nothing. The least they can do is have some low ATM fees. Sources [1] http://lois-laws.justice.gc.ca... [2] http://www.cbc.ca... [3] http://en.m.wikipedia.org... (banks) I urge my opponent to please put up a well thought out argument in his final round, So that I have something to respond to. My opponent opted out of round 3. So I will also.",2
56f4ccf5,The United States needs more gun control.,"2000 characters Ill make this quick 1) It can be argued that Gun Control doesnt effectively reduce crime http://www.usatoday.com... http://www.npr.org... http://reason.com... http://www.fff.org... 2) Gun Control doesnt take away guns that are already among the public, so if we pass the strictest gun laws ever seen it wont reduce the number of guns people already have 3) There will always be gun crimes because we cant tell whose crazy and who isnt. The guy who shot up the theater in Colorado wasnt a gang banger, he was a neuroscientist trying to earn his PhD. Gun control cannot stop crazy people because we cant tell who is crazy until its too late. 4) On of Pro's arguments is that with gun control less money will go into guns and that money can be used for other things. The market doesnt work that way though, limiting gun control doesnt help state governments have bigger budgets because its the gun companies spending that money maintaining guns and ammo, not the state. 5) The Pro's last argument is that gun control eases the burden on police forces, but issues with shootings and killings caused by guns does not make up an overwhelming amount of what the police devote time to. It is only a small fraction of what the police handle and since the effectiveness of gun control is disputed and limited, gun control wont make police forces have more time to handle other things. 6) There exists an entire black market specifically for the distribution of guns, and America is ground zero for this black market. Since criminals already operate outside the laws and there exists an entire market for weapons purchasing, gun control really hurts law abiding people who want guns for self defense much more then it limits criminals from getting guns for nefarious purposes. Out of characters 1) Take away guns from the public The second amendment entitles people to the right to bear arms, and taking them away would clearly be unconstitutional. Also the fraction of gunowners who will use guns to commit crimes is very low, so violating the second amendment to take away all guns would still only make things easier for the criminals since such an act would more impact the public instead of criminals 2) Ban all guns? We cant turn the US into a nanny state to solve gun crime. There is a black market that allows people to easily get guns with or without the government's consent so banning all guns would not eliminate all guns in the US 3) States have bigger budgets This one was dropped as the Pro instead focused on how states could use their authority to shut down gun companies, which wasnt the argument at all. Therefore my point stands that banning guns wont give states more money to spend on people 4) Police have more time to fight other crimes This one was also taken the other way by the Pro. This point was that without guns the police could focus on other crimes, not whether or not cops would be killed. And again, criminals are the ones killing cops and these are the same criminals who have easy access to guns whether the state allows it or not. 5) Black Market Ok I have no idea what the Pro's argument is on this one because I cant understand his grammar, I think though hes saying that the states can eliminate the black market through new laws, but thats not how it works at all. The black market is any trade of illegal objects or substances that operates around existing laws, and passing more laws without any kind of enforcement will have no effect on the black market, which will always exist whether the state wants it to or not. Dropped arguments Pro did not respond to my sources showing that gun control is ineffective that was presented in round 1 Vote Con (to bold something, click rich text, highlight what you want, then click the B under Text)",Score (1-5): 2
f56ad226,"The United States of America should bomb, colonize, and drain the Middle East (excluding Israel) of oil.","Although I highly doubt that destroying infrastructure, colonizing, and the middle east will achieve what pro desires. I accept this debate and may the better debater win. Sure, and while we're at it why don't we backstab our friends in Kuwait, Saudi Arabia, and especially Turkey since they have some of our nukes. Heck lets ""eliminate"" terrorism by destroying the Middle East and creating bitter people. Lets Destabilize Syria even more so that the chemical weapons stockpile gets lost. Lot of good that'll do for the US economy by pumping billion dollar bombs into a region that we have to rebuild from scratch again. In fact why don't we just commit another holocaust like our old nemesis Hitler since the bitter people will become terrorists... (catch the sarcasm yet?) Lets not forget those Stinger toting Mujahideen in Afghanistan, after all we put them back in power after kicking the Taliban out of Afghanistan. If they can beat the Commies in their (mujahideen) home turf when the rest of us was playing chicken with nukes, I have no doubt they'd be able hold their own against billion dollar bombs. Have you forgotten that there are other nations that are a part of OPEC that don't belong to the Middle East? Heck this is like how to get the rest of the world to hate America by screwing up the oil economy. Final rebuttals 1. Just rebuilding the oil rigs doesn't pump oil into the economy. What is needed are workers, workers that pro would have killed off if this ever does happen. 2. The region is not just desert, there are mountains and caves where people can hide. Bitter people can be scary. 3. Thats what the Soviets tried before the Mujahideen beat them out of Afghanistan. 4. Sure like the Taliban will forget what the US did to them. 5. Wrong, crazy nations who have nukes will do everything in their power to get the fuel. Like North Korea and their insane brinksmanship game. 6. So you want to abandon the US constitution then? 7. Leaving a wasteland instead will bring nothing but an economic drain, the opposite of what pro wants to achieve.",5
9cda9586,The United States should have universal health care.,"Why would anyone oppose national health care? It all comes down to taxation. The United States' current fiscal policy is broken up in a pie chart method. The major areas are: education, military, and social security, plus numerous other social reform programs. To really believe a current candidate can bring you a health care plan that will justly help all Americans is unattainable. We need to first look at, is health care a privilege or entitlement/ right? We have billion dollar health care insurance agencies who have themselves situated right in the government's pocket. Health care is a service. It is a marketable entity, and it not a right. What happens to other universal health systems globally? They experience a lack in medical equipment advances- we evolve because extensive monies fund new technology. New technology leads to new cures, and furthered human longevity. Canadians comes over the border just to get an MRI in a timely fashion. Universal health care= consumers being treated all equally. There is no triage. You wait. Who is going to pay for this? Other nations pay further taxes than we currently do. If America is taxed further, then the economy will not continue to grow. We will become stagnant. Health care is a privilege. Social Security needs to be on the forefront, more than any other issue. That system is on the verge of going bankrupt in a decade- and we need to protect our older generations. Supplemental health care assistance makes more sense.We have too many illegals entering our country yearly, that our helping feed into the chaos. Something has to give before health care because a higher priority. These are not easy issues. It is nice that you are willing to pay more taxes to receive free health care. I, on the other hand do not see the need for more taxation than there currently is. I am not even going to bother bringing the War into this matter. Freedom is not free. Our lives are dependent first, and foremost, by living in a free nation. Health care is a large big business infrastructure. It isn't acceptable to make fleeting statements about pharmaceutical companies who do make a huge difference in the creation of vaccines and palliative care. We need the pharmaceutical companies too. They create jobs for Americans. They are doing the necessary research to come up with answers. Having health care in a free format is the only way to increase research, invention, and future endeavors. Also, More taxation means that you will also be paying for those who do not contribute to our free market as well. For example, legal immigrants- there needs to be reforms for the health care system to receive what it needs. Many of the health conditions are out there due to Americans not taking care of their health. Obesity and many other gluttonous vices play a role in the overpopulated hospitals. We need to start looking more for preventative measures to lessen hospital needs. The elderly are the American's eating up our insurance dollars by constant checkups. We have supplements out there currently. Laws need to be created to urge companies to supplement health care insurance for their workers. Attacking the homeland security measures is not the answer. Hillary Clinton is out there trying to set up a universal system, however she is not developing anything concrete that will make our economy transition nicely. Smearing the pharmaceutical companies and government sectors will not lead to a solution. It is about starting with baby steps, rather than a outright revolution. We had a tax cut that served the public in a beneficial way. We have not had inflationary periods, nor recession in quit in quite some time.",3
fd1377a9,The death penalty should be legal.,"There is no way that sustaining someone with food, water, healthcare, electricity, plumbing, etc, for the entire duration of their life sentence is cheaper than putting someone to death. It may be true that the RETAIL cost of the lethal injection is extremely expensive, but there is no actual reason because the components of the injection are inexpensive. The prison system, however, is a for-profit privatized system, so they can set the price for these injections at whatever the hell they want, and there is no price limit for this. The tangible, real cost of keeping someone alive for their entire live is exponentially higher than an injection. We do not live by ""An eye for an eye"", but our society demands justice and closure. There are people in this world who have, to put it bluntly, ""A broken brain"". There are people who have no remorse. There are people who don't feel emotions. They are societal cancers. The only solution; eliminate the cancer. Lobotomies are much more immoral. When comparing the death penalty to the average inmate, yes of course, the costs are much higher. But what you are failing to compare is the costs of those facing a sentence of Life Without Parole (LWOP) for similar crimes. Life without parole prisoners face, on average, 30 or 40 years in prison with an annual cost of incarceration about $34,500 each year (TIME magazine). Couple this staggering amount with a very similar number of appeals hearings and you have a MUCH higher total. Justice for All (JFA) reports that death penalty cases average around $2 million with an average of 6 years in appeals courts, while the LWOP prisoners average around $2-3.6 million with 8-12 years in appeals courts. Short term, more expensive, but long term, considerably less. And in regards to ""eye for an eye"". The point of the DP is not to teach ethics or prove a point. It is to rid society of criminals who are beyond rehabilitation. Serial killers have permanent mental defects, not character flaws. Main rebuttal points: 1. You said: ""My point is that the death penalty should not just be about money"". In your first argument 'cost' was one of your main points. Point conceded to me. 2. The Time magazine study actually showed that the percentage of those sentenced to Life in Prison Without Parole borders on 24-25%, not 10%. 3. Do you know what the do at mental institutions? They try rehab for about 6 months to a year, then move on to shock therapy, and then ultimately to a lobotomy, which eliminates any and all semblance of a human being. 4. Ernst Van Den Haag, PhD from Fordham University, claims that, ""the statistics have reaffirmed my belief that the DP is a crime deterrent. Though modest, the expected drop is about 8% with a + - 1.2% standard deviation"". It is indeed a crime deterrent. 5. The right to life is not just arbitrarily stripped, and cannot be taken away on a whim as you seem to think. Nearly all moral philosophers agree, murder and rape forfeit basic human rights.",3
8cd411cf,The electoral college should remain unchanged.,"This is a debate on the Electoral College. I am con and will allow my opponent to start. The resolution is that the Electoral College should remain unchanged I am new to debate.org so I may make some mistakes. First of all I refute that the founding fathers in creating the Electoral College, knew exactly what they were doing. They had no idea how the times would change so they added a means for ammends in the constitution. Second I refute that because of the Electoral College no state may rule over another. This is not true because of overepresentation within the states. Wyoming is extremely overepresented with 1 Electoral Vote per abut 100000 while Texas has an Electoral vote per about 600000 people. So a citizen in Wyoming has Wyoming has 600% more power than a citizen in Texas. Is this fair? Third I refute that small states would'nt be neglected in the popular system. This is because some votes in some states don't matter at all. If you are a democrat in a largely Republican state, then the state will ultimately go ""red"" and your vote will not affect the total. Also, if you support a third party candidate, your state will not help elet them and your vote will not count. So if we truly do believe in the statement "" We hold these truths to be self evident, that all men are created equal"" Then we must eliminate the Electoral College to make our votes equal. And last I say That 4 times in American history, a candidate has won without the popular vote. The peoples voices went unheard and we cannot make that mistake again. Every vote must count and everyvoice must be heard I must say I was incorrect in stating that Wyoming was more overrepresented in the Electoral College by a margain of 6 to one, I meant 3 to 1. (Wyoming has .2% of the population with .6% of the Electoral Vote). There is still overrepresentation however. And to refute I will explain how 500,000 people can measure up to 23,000,000. Because the minimum amount of Electoral Votes is three (two senators + representatives) Wyoming, regardless of population will have three. Meanwhile, because the arbitrary number of 538 Electoral votes was created, fast growing states gain Electoral Votes, and that means populous states lose Electoral Votes. Also, the official census of the United States is taken every ten years. This is a problem because it does not compensate for a large rise or fall in population. You also said that four states California, Florida, Texas, and New York would control the election process. However as it is they control about one fifth (this is a estimate) of the Electorate. If we switched to popular vote they would control about one fourth of the electorate, so other states would still matter. In your closing you stated that ""You also stated 'We hold these truths to be self evident, that all men are created equal' well if you really believed in this logic you would support the electoral college so that no ONE state would not be heard"" Well I refute that we should not be designated by our state. We should not be given power based on our political affiliations or the town or city or state we live in. We should be given power as a person. An individual. And that is why we must replace the Electoral College. Thank you for the debate. I have enjoyed it.",3
7291f128,The health care reform bill approved by Congress is good.,I believe that there should not be a heath care bill because it will cost more out of taxes and furthering America's debt to society. I know that I don't want to be paying higher taxes just so the non working population can have health care. According to http://edlabor.house.gov... everyone will pay the same amount of money from the same company. now to me that doesn't sound like I have a choice and in America aren't we the the home of the brave the land of the free. Well paying for health care I don't want and I did not choice definitely does not sound like the land of the free. If congress agrees and approves something does that make it the correct choice and does that allow you to not be responsible by not analyzing their decision? I say no. 1 are government officials computers don't humans make mistakes. If I was a governor and I say everyone gets free houses does that mean its ok to waste money. NO. 2. my opponent fails to see that the government has not been paying for health care because if they did why would they need to pass this 1990 page bill. Did you think that any of the senators actually read it. 3. Majority rules right well there are more democratic government officials and since our democratic president likes the bill naturally the senate wants to listen to their leader and does what he does. Then again some are trying to play kiss up and probably get a raise. 4. There are crooked people in politics and are only interested in the money and power. not everyone in the government needs money or power but how do we know that bill doesn't say that government officials all get 200'000 dollar raise. In conclusion the senate is human and can make mistakes no matter what passes through senate and our president thinks this still is a free country and it should be the peoples vote not the government because its affecting the us.,1
f50135e8,The minimum wage helps our government and economy.,"I believe your incorrect. The federal minimum wage for covered nonexempt employees is $5.85 per hour effective July 24, 2007. The federal minimum wage provisions are contained in the Fair Labor Standards Act (FLSA). Many states also have minimum wage laws. In cases where an employee is subject to both the state and federal minimum wage laws, the employee is entitled to the higher of the two minimum wages also, you say that only employers can only pay so little, because then people would not work. They will eventually bring it up until people work. So if they get rid of it, then it would have no point in keeping the law. Also, we wont do what China did because China made that mistake and as we see that they messed up their economy, but we dont have too. China may have seen it done to other countries, but we where once the most powerful country in the world at one point, but we made a mistake by putting in certain laws and if the highest paying job is 50 cent, well then there may be riots. China and other countries may have seen other countries do it to themselves, but if the US is so ignorant to have that done to them, well then they should keep minimum wage, then there should be a law, but you will never know until you try something new. Just because you saw other countries do it doesn't mean we will. Yes i am admitting we may need minimum wage, but we may not. You say ""However China's people are not doing very well and a large number of them are living in poverty. I will give you the fact that we never know how something will work until we try it. However, we have seen country after country fall into poverty because they do not have a minimum wage. In an easier term if you saw several people stick their hand on a sharp object and get cut would you try just to see if you could be different and not get cut?"" Well that is different then minimum wage. That is a physical example compared with a mental example. Minimum wage is a mental example because we dont have to lower pay when we get rid of minimum wage, but when you stick you're hand into a sharp object, then the same thing will happen every time. The US is a Democracy run government which means we should have the right to pay people what we want, but it is up to us to make the choice to whether we fall like china or stand strong like a country should. I just think getting rid of minimum wage gives just a little more freedom that the US deserves.",1
6359cd9c,There should be laws protecting soldiers from targeted protests at them.,"I think we need to come up with some laws protecting our troops from protesting that is attacking them. I have no problem with quiet peaceful protesting of the war, however when soldiers are personally attacked I do. For example , the soldiers who are being buried and Phelps and her group show up at their funerals with signs calling the soldier a murderer and many comments about them being homosexual. I find this to be deformation of character. I understand there is freedom of speech , however if you call someone by a racial slur there are consequences. It can be considered hate speech and a hate crime. So why should our soldiers be any different. They sacrafice their lives, their time with their families, risk their lives everyday...and yet someone can call them baby killers. This isn't right and I believe we need some laws protecting these men and women from this kind of protesting. To protest the war is one thing, but to verbally attack these brave men and women is wrong...and an abuse of freedom of speech and I think although they are not a race or a real ""group "" of any kind , they deserve the same rights to protect them and their families. Okay , first of all , Phelps isn't going to your funeral they are going to SOLDIERS funerals, and harrassing the families that have just lost a loved one. If we can make specific rights as to hate speech for people of a different race, why not a soldier. We are not talking about them protesting a specific act. These people are upset about the war and therefore think it is okay to protect these men and women doing their jobs and may I add protecting the freedom of speech these individuals have. the stress of being a military family with a loved one who is deployed is very hard, without people calling your loved one a baby killer when many of them have never even killed anyone. If you slander a celebrity , they can sue . if you call someone a racist name they can sue , but there is nothing in place that protects these soldiers. What about the children of theese soldiers ? Haven't they had to go through enough without reading or hearing that their parent is a murderer or a homosexual or a baby killer? Why should this be okay? Why is it okay that you deformate a soldier's character, yet if you call someone a racial name it's considered hate speech. A bigot (according to the dictionary) is; a person obstinately or intolerantly devoted to his or her own opinions and prejudices; especially : one who regards or treats the members of a group (as a racial or ethnic group) with hatred and intolerance So can't you say that the military is the said group therefore it is bigotry or hate speech. Why should they deserve to be protected ? Maybe because it is the government (although I agree with the war) that is putting them in the position to have this stuff said . I am not saying you can't protest a soldier as an individual but you shouldnt be able to protest against a soldier just because he goes to war... He is doing his job as ordered by the Unites States Government. Im not asking that people get put to death , I never implied that .I am asking that it is not allowed. That the police can make groups like Phelps who is a lawyer and knows how to skirt the law .. leave when she goes across the street (just an inch further than the law requires her to , she knows how to avoid the law) and she yells obscenities to families that are burying their loved ones .. That is not right , the military as a whole should be able to require a restraining order of some sort to protect their soldiers from people that continually harrass members of the military. The reason why it needs to be a law protecting soldiers as an individual is because they target any military event, funeral and social gathering there is. They cause problems for soldiers holding up their return to their families. They attend events such as Christmas parades and harrass families and soldiers by throwing horrible obscenities. Im not asking that quiet peaceful protesting isnt done , Im asking that people do not target military functions, gatherings, arrivals home, parades, and funerals to deformate all soldiers character. It is unkind that these men and women who give their lives to follow orders to protect our country , give back to our country , and sacrafice their lives for this country are able to be abused because people can find loopholes within the laws that are currently in place.",3
f5e432b9,United states troops should be brought home from all current wars.,"For many reasons, I do not support our current wars and want the troops home!!! I'm willing to argue with anyone who would like to. Thanks to the contender for responding. Now, let's go over your three main reasons for staying in war with Iraq and Afghanistan. 1) The United States is fighting for freedom which is a good reason to fight. On the contrary, the United States is indeed not fighting for freedom, but for an ultier motive. I will not get into much detail in this round but we are definitley not there for ""freedom."" 2) Even more lives will be lost if we withdraw our troops at the moment. The countries we are in right now are unstable and will collapse if we withdraw. The countries will not collapse. They are corrupt, but they have been. The United States can not intervene every time a country has problems because sometimes, countries should have the right to solve problems themselves. We started a civil war in Iraq by going there, so we've done enough damage. Again, more detail in the next round. 3) There haven't been that many US military deaths in the current wars. This statement strikes a nerve, personally. 4452 lives have been lost. 4452 American lives have been affected, as well s families who were caught in the war in Iraq and Afghanistan. 33023 were wounded, which in some cases, is very serious. 1,566 have died so far in Afghanistan. 1,566 families, some with children, have been affected. I will go into more details in the next round. I wish you the best of luck. Sources: http://antiwar.com...",2
